,year,doy,FAPAR,FAPARstd
0,2012,017,0.20846153846153848,0.03538461538461538
1,2012,025,0.0975,0.0
2,2012,033,0.31952380952380954,0.045714285714285714
3,2012,041,,
4,2012,049,0.3057142857142857,0.06571428571428571
5,2012,057,0.31,0.05476190476190476
6,2012,065,0.3623809523809524,0.056190476190476187
7,2012,073,0.36619047619047623,0.053809523809523814
8,2012,081,0.4042857142857143,0.062380952380952384
9,2012,089,0.38142857142857145,0.062380952380952384
10,2012,097,0.4357142857142857,0.062380952380952384
11,2012,105,0.4404761904761905,0.06190476190476191
12,2012,113,0.44238095238095243,0.058571428571428566
13,2012,121,0.5785714285714285,0.06380952380952382
14,2012,129,0.7909523809523811,0.053809523809523814
15,2012,137,0.8266666666666668,0.05047619047619047
16,2012,145,0.8114285714285714,0.06761904761904762
17,2012,153,0.7111111111111111,0.04888888888888889
18,2012,161,0.7588888888888888,0.06111111111111111
19,2012,169,0.809047619047619,0.05952380952380953
20,2012,177,0.826,0.04066666666666666
21,2012,185,0.8713333333333334,0.029333333333333333
22,2012,193,0.856,0.042
23,2012,201,0.8150000000000001,0.03125
24,2012,209,0.8892857142857143,0.02642857142857143
25,2012,217,0.89,0.01583333333333333
26,2012,225,0.8594444444444445,0.042222222222222223
27,2012,233,0.8625,0.030625
28,2012,241,0.835,0.03166666666666666
29,2012,249,0.8761904761904762,0.026666666666666665
30,2012,257,0.880952380952381,0.021904761904761906
31,2012,265,0.6516666666666667,0.053888888888888896
32,2012,273,0.79,0.05095238095238095
33,2012,281,0.6042857142857143,0.06285714285714286
34,2012,289,0.56,0.0680952380952381
35,2012,297,0.44428571428571434,0.05714285714285715
36,2012,305,0.26857142857142857,0.06666666666666667
37,2012,313,0.3452380952380953,0.04666666666666667
38,2012,321,0.4280952380952381,0.04857142857142857
39,2012,329,0.21550000000000002,0.0605
40,2012,337,0.22133333333333333,0.004666666666666667
41,2012,345,0.42,0.051428571428571435
42,2012,353,0.328421052631579,0.02210526315789474
43,2012,361,0.08800000000000001,0.0
44,2013,001,0.08800000000000001,0.0
45,2013,009,0.3542857142857143,0.05714285714285715
46,2013,017,0.34450000000000003,0.044500000000000005
47,2013,025,0.17357142857142857,0.06357142857142857
48,2013,033,0.15333333333333335,0.0
49,2013,041,0.174,0.032
50,2013,049,0.095,0.0
51,2013,057,0.08,0.0
52,2013,065,0.16058823529411764,0.04470588235294118
53,2013,073,0.1670588235294118,0.04764705882352941
54,2013,081,0.368421052631579,0.053157894736842105
55,2013,089,0.38857142857142857,0.06190476190476191
56,2013,097,0.24523809523809526,0.04238095238095238
57,2013,105,0.3614285714285715,0.05523809523809524
58,2013,113,0.39142857142857146,0.07047619047619047
59,2013,121,0.41095238095238096,0.058571428571428566
60,2013,129,0.5804761904761905,0.07333333333333333
61,2013,137,0.8104761904761906,0.06285714285714286
62,2013,145,0.7895000000000001,0.049
63,2013,153,0.8406250000000001,0.038125
64,2013,161,0.5966666666666667,0.026666666666666665
65,2013,169,0.859047619047619,0.03619047619047619
66,2013,177,0.7525000000000001,0.058750000000000004
67,2013,185,0.8390000000000001,0.042
68,2013,193,0.8889473684210526,0.023684210526315787
69,2013,201,0.8059999999999999,0.032
70,2013,209,0.7363636363636364,0.03727272727272727
71,2013,217,0.8746153846153847,0.026153846153846156
72,2013,225,0.8838888888888888,0.026111111111111113
73,2013,233,0.8822222222222224,0.020555555555555553
74,2013,241,0.8880952380952382,0.028095238095238093
75,2013,249,0.8871428571428571,0.024761904761904763
76,2013,257,0.859047619047619,0.03428571428571429
77,2013,265,0.8666666666666667,0.032380952380952385
78,2013,273,0.7825,0.040999999999999995
79,2013,281,0.7514285714285714,0.06285714285714286
80,2013,289,0.462,0.0475
81,2013,297,0.5552941176470588,0.05882352941176471
82,2013,305,0.47714285714285715,0.06142857142857144
83,2013,313,0.4176190476190476,0.051904761904761905
84,2013,321,0.18476190476190474,0.03619047619047619
85,2013,329,0.21333333333333332,0.04857142857142857
86,2013,337,0.24,0.019090909090909092
87,2013,345,0.252,0.013999999999999999
88,2013,353,0.23176470588235293,0.04176470588235295
89,2013,361,0.25529411764705884,0.06470588235294118
90,2014,001,0.25857142857142856,0.04285714285714286
91,2014,009,0.195,0.0325
92,2014,017,0.295,0.029166666666666667
93,2014,025,0.15333333333333335,0.0
94,2014,033,0.1225,0.0225
95,2014,041,0.2975,0.0175
96,2014,049,0.1766666666666667,0.026666666666666665
97,2014,057,0.13,0.035
98,2014,065,0.115,0.04
99,2014,073,0.138,0.01
100,2014,081,0.10833333333333334,0.011666666666666667
101,2014,089,0.3857142857142857,0.062380952380952384
102,2014,097,0.33047619047619053,0.045714285714285714
103,2014,105,0.3533333333333334,0.05904761904761905
104,2014,113,0.37285714285714283,0.06952380952380953
105,2014,121,0.37,0.055714285714285716
106,2014,129,0.39380952380952383,0.06
107,2014,137,0.6038095238095238,0.06142857142857144
108,2014,145,0.8505263157894737,0.04052631578947368
109,2014,153,0.830952380952381,0.05047619047619047
110,2014,161,0.563,0.027000000000000003
111,2014,169,0.8427777777777777,0.04777777777777778
112,2014,177,0.8536363636363636,0.035454545454545454
113,2014,185,0.6335714285714286,0.05071428571428571
114,2014,193,0.8444444444444444,0.041111111111111105
115,2014,201,0.866,0.0385
116,2014,209,0.8768750000000001,0.020625
117,2014,217,0.80375,0.03625
118,2014,225,0.8363636363636364,0.03090909090909091
119,2014,233,0.8453333333333334,0.046
120,2014,241,0.9,0.018095238095238095
121,2014,249,0.8666666666666667,0.028333333333333335
122,2014,257,0.8552380952380952,0.04380952380952381
123,2014,265,0.8519047619047619,0.028095238095238093
124,2014,273,0.5766666666666667,0.058666666666666666
125,2014,281,0.7180952380952381,0.060476190476190475
126,2014,289,0.5585714285714286,0.05285714285714286
127,2014,297,0.4395238095238095,0.05666666666666667
128,2014,305,0.4147619047619048,0.04666666666666667
129,2014,313,0.41857142857142854,0.04857142857142857
130,2014,321,0.128,0.036000000000000004
131,2014,329,,
132,2014,337,0.3547619047619048,0.04047619047619048
133,2014,345,,
134,2014,353,0.39238095238095244,0.046190476190476185
135,2014,361,0.24600000000000002,0.04333333333333333
136,2015,001,0.39476190476190476,0.06380952380952382
137,2015,009,0.22846153846153847,0.041538461538461545
138,2015,017,0.196,0.046
139,2015,025,0.22625,0.03375
140,2015,033,0.095,0.0
141,2015,041,0.1,0.0
142,2015,049,0.1,0.0
143,2015,057,0.06909090909090909,0.0
144,2015,065,0.14,0.035
145,2015,073,0.17181818181818184,0.02
146,2015,081,0.24095238095238095,0.05523809523809524
147,2015,089,0.3680952380952381,0.05761904761904762
148,2015,097,0.2671428571428572,0.047619047619047616
149,2015,105,0.35809523809523813,0.06190476190476191
150,2015,113,0.30476190476190473,0.05095238095238095
151,2015,121,0.48619047619047623,0.06523809523809523
152,2015,129,0.6271428571428571,0.06904761904761905
153,2015,137,0.7404761904761905,0.07285714285714286
154,2015,145,0.8426315789473684,0.04263157894736842
155,2015,153,0.81125,0.049375
156,2015,161,0.7544444444444445,0.055
157,2015,169,0.76,0.042222222222222223
158,2015,177,0.2675,0.0475
159,2015,185,0.8320000000000001,0.036000000000000004
160,2015,193,0.8613333333333334,0.027333333333333334
161,2015,201,0.8383333333333333,0.029166666666666667
162,2015,209,0.8785714285714287,0.025714285714285717
163,2015,217,0.831,0.044000000000000004
164,2015,225,0.8625,0.035
165,2015,233,0.856,0.0315
166,2015,241,0.8885714285714287,0.030476190476190476
167,2015,249,0.8723809523809525,0.038571428571428576
168,2015,257,0.8695238095238095,0.03809523809523809
169,2015,265,0.8423809523809525,0.038571428571428576
170,2015,273,0.7176190476190476,0.07047619047619047
171,2015,281,0.6952380952380952,0.055714285714285716
172,2015,289,0.4923809523809524,0.05476190476190476
173,2015,297,0.33615384615384614,0.043076923076923075
174,2015,305,0.45476190476190476,0.053809523809523814
175,2015,313,0.4238095238095238,0.056190476190476187
176,2015,321,0.3614285714285715,0.04
177,2015,329,0.4038095238095238,0.04095238095238095
178,2015,337,0.18,0.02
179,2015,345,0.3995238095238095,0.047619047619047616
180,2015,353,0.166,0.0605
181,2015,361,,
