,year,doy,FAPAR,FAPARstd
0,2014,10,0.44432876712328767,0.07595433789954338
1,2014,20,0.4447891156462585,0.07551020408163266
2,2014,31,0.44615945330296125,0.07810478359908883
3,2014,41,0.4342078521939954,0.08193995381062355
4,2014,51,0.41876566125290027,0.08351740139211136
5,2014,59,0.4082144522144522,0.08245221445221444
6,2014,69,0.3984131455399061,0.08212206572769953
7,2014,79,0.38674178403755866,0.08153990610328639
8,2014,90,0.368680459770115,0.07817011494252873
9,2014,100,0.3480184331797235,0.0757327188940092
10,2014,110,0.33758754863813234,0.11171984435797666
11,2014,120,0.36373770491803276,0.13291803278688524
12,2014,130,0.3944186046511628,0.1413953488372093
13,2014,140,0.4842105263157895,0.14968421052631578
14,2014,151,0.6106666666666666,0.135
15,2014,161,0.6205714285714286,0.1405714285714286
16,2014,171,0.6166666666666666,0.132
17,2014,181,0.666,0.14533333333333334
18,2014,191,0.7632727272727272,0.15563636363636363
19,2014,201,0.78775,0.15825
20,2014,212,0.8569523809523809,0.16123809523809524
21,2014,222,0.8407777777777778,0.15744444444444447
22,2014,232,0.8455135135135136,0.156
23,2014,243,0.8225365853658536,0.15014634146341466
24,2014,253,0.6712,0.1278
25,2014,263,0.6203809523809524,0.11942857142857143
26,2014,273,0.55025,0.115125
27,2014,283,0.5432727272727272,0.1353181818181818
28,2014,293,0.5448806366047745,0.12189920424403183
29,2014,304,0.5142156862745099,0.11430392156862744
30,2014,314,0.4972597701149425,0.10298850574712644
31,2014,324,0.4951926605504587,0.08329357798165138
32,2014,334,0.4890091743119266,0.07962385321100918
33,2014,344,0.4818636363636364,0.07451818181818182
34,2014,354,0.4742818181818182,0.0730909090909091
35,2014,365,0.4676338672768879,0.07297940503432494
36,2015,10,0.4662323462414578,0.07416856492027335
37,2015,20,0.46558715596330275,0.07344036697247706
38,2015,31,0.46544444444444444,0.0724074074074074
39,2015,41,0.4712235872235872,0.07081081081081081
40,2015,51,0.4524871194379391,0.07305854800936769
41,2015,59,0.441860465116279,0.07148837209302326
42,2015,69,0.4224367816091954,0.07177011494252873
43,2015,79,0.4068965517241379,0.07346206896551724
44,2015,90,0.3830257611241218,0.07641217798594847
45,2015,100,0.37368674698795185,0.08623614457831326
46,2015,110,0.3206442953020134,0.12102013422818791
47,2015,120,0.3589824561403509,0.11705263157894737
48,2015,130,0.43360000000000004,0.1359111111111111
49,2015,140,0.55888,0.13376
50,2015,151,0.6107692307692307,0.13507692307692307
51,2015,161,0.6465454545454545,0.13636363636363638
52,2015,171,0.6965,0.1265
53,2015,181,0.7372307692307692,0.13876923076923078
54,2015,191,0.77425,0.13875
55,2015,201,0.78575,0.1545
56,2015,212,0.7221538461538461,0.14923076923076922
57,2015,222,0.6315,0.1415
58,2015,232,0.640888888888889,0.12444444444444444
59,2015,243,0.633,0.11666666666666667
60,2015,253,0.64375,0.1295
61,2015,263,0.6653333333333333,0.12780952380952382
62,2015,273,0.6961,0.1391
63,2015,283,0.6155428571428571,0.13137142857142856
64,2015,293,0.5308025477707006,0.1395668789808917
65,2015,304,0.4855438596491228,0.11245112781954887
66,2015,314,0.5087488584474886,0.09723287671232876
