,N,R,SDB,RSDB,MB,RMB,RMSE,RRMSE,URAopt,URAtar,URAthr
0,112,0.8,0.09,0.12079781652178428,-0.17,-0.228173653430037,0.2,0.26843959227063174,0.044642857142857144,0.16071428571428573,0.39285714285714285
