,year,doy,FAPAR,FAPARstd
0,2000,049,,
1,2000,057,0.4466863905325444,0.0704733727810651
2,2000,065,0.4633727810650888,0.06798816568047338
3,2000,073,0.46743243243243243,0.06905405405405406
4,2000,081,0.49526627218934915,0.07159763313609467
5,2000,089,0.48917159763313606,0.0749112426035503
6,2000,097,0.4238461538461539,0.06514792899408284
7,2000,105,0.43035502958579885,0.07461538461538463
8,2000,113,0.29,0.0
9,2000,121,0.49769230769230766,0.07094674556213018
10,2000,129,0.479112426035503,0.06698224852071005
11,2000,137,0.6776190476190476,0.06452380952380952
12,2000,145,0.8548520710059172,0.0691715976331361
13,2000,153,0.8677514792899409,0.05686390532544379
14,2000,161,0.8046017699115044,0.06495575221238938
15,2000,169,0.8444859813084112,0.03981308411214954
16,2000,177,0.8999408284023669,0.03171597633136095
17,2000,185,0.7484782608695651,0.05543478260869566
18,2000,193,0.861640625,0.03703125
19,2000,201,0.865,0.0443
20,2000,209,,
21,2000,217,0.7772222222222223,0.057777777777777775
22,2000,225,0.864561403508772,0.039122807017543865
23,2000,233,0.8924852071005916,0.046627218934911244
24,2000,241,0.7278899082568807,0.06614678899082568
25,2000,249,0.9039644970414201,0.04159763313609467
26,2000,257,0.8906586826347305,0.044431137724550894
27,2000,265,0.8789940828402366,0.05804733727810651
28,2000,273,0.877337278106509,0.0670414201183432
29,2000,281,0.711301775147929,0.0780473372781065
30,2000,289,0.6140828402366865,0.06822485207100593
31,2000,297,0.5695266272189349,0.06982248520710059
32,2000,305,0.5215384615384615,0.06698224852071005
33,2000,313,0.5386982248520711,0.06579881656804734
34,2000,321,0.5107692307692309,0.0629585798816568
35,2000,329,0.4373372781065089,0.04674556213017752
36,2000,337,0.5122485207100592,0.06763313609467456
37,2000,345,0.5068047337278107,0.06745562130177515
38,2000,353,0.50562874251497,0.07251497005988024
39,2000,361,0.4979746835443038,0.07056962025316456
40,2001,001,0.47986013986013987,0.07083916083916085
41,2001,009,0.5121249999999999,0.0665
42,2001,017,0.35725806451612907,0.06370967741935483
43,2001,025,0.4286274509803921,0.05068627450980392
44,2001,033,0.41049180327868856,0.07
45,2001,041,0.34683098591549294,0.03992957746478873
46,2001,049,0.3960606060606061,0.047803030303030306
47,2001,057,0.292962962962963,0.08666666666666666
48,2001,065,0.334,0.062000000000000006
49,2001,073,0.3029113924050633,0.05025316455696203
50,2001,081,0.2016666666666667,0.044166666666666674
